,NOIf,NOS,NOV,MDOA,NOL,CC,NOD,HD,HV,HE,NM,NOE,NOC,NOIter,NONo,NONK,MDON,SODON,MW,NONe,LC,FC,BC
NOIf,1.0,0.4779551355455688,0.23923871605509084,0.44423499919210474,0.47819993617341566,0.6795429730203693,0.07615598062232276,0.5502978069292369,0.5428353227422291,0.5551495598993594,0.39980918650400876,0.30810529256118474,0.00840508183721125,,0.43798180610606974,0.4857693652218449,0.6988386792718881,0.9986032345792454,0.3572957572810859,0.9903174298467857,0.3807933370435609,0.39032923773215233,0.3887259349499358
NOS,0.4779551355455688,1.0,0.22355835488217518,0.39099527773851533,0.8870199132228616,0.6246642792625839,0.06509646157560867,0.5617099053870552,0.5576476106574785,0.5396156742155441,0.581643827385071,0.7804600315734622,0.11127589286298097,,0.8535576339820312,0.5259998307655497,0.37394836856402747,0.4792405343159333,0.7659135011875092,0.47609362349174295,0.3296878890147407,0.33240343450863746,0.3428042649094607
NOV,0.23923871605509084,0.22355835488217518,1.0,0.23139743301624638,0.24819540534048173,0.21525723645014896,0.06088646465132582,0.19519654140367834,0.2049030752688272,0.21202202310550106,0.1998902856759092,0.10889672435311978,0.013017814662772501,,0.2590314341688485,0.4095960741422531,0.13174681383164688,0.2388510225237448,0.25640180911156585,0.23788031117212655,0.2013688575683064,0.19978855936732345,0.20986801210843078
MDOA,0.44423499919210474,0.39099527773851533,0.23139743301624638,1.0,0.38770529943166665,0.5328200735029294,0.07134562272739817,0.5622586185768703,0.5532407100270084,0.5485308901963563,0.5067175762197076,0.2858526010817979,0.07850380734152147,,0.38998704156868996,0.5355778764107031,0.3457982586413035,0.4433564120195525,0.24221314772785657,0.44151240292496174,0.3459484458198309,0.3491918966386344,0.36783723677646846
NOL,0.47819993617341566,0.8870199132228616,0.24819540534048173,0.38770529943166665,1.0,0.6447187721366809,0.08459680770208104,0.5833326372575902,0.577936670090211,0.5547036864658856,0.6035721875799872,0.7225539658307052,0.021685849648930312,,0.8102742891142823,0.517628917271684,0.3656361390845031,0.47986218044103607,0.7286250483955539,0.478057205960737,0.33478670512493625,0.33933066841844145,0.34325637910766627
CC,0.6795429730203693,0.6246642792625839,0.21525723645014896,0.5328200735029294,0.6447187721366809,1.0,0.0875001195096417,0.8066908180858834,0.7547463922748099,0.730714038897607,0.7774410015097705,0.4821471163592192,0.060375307605296545,,0.5761464798354213,0.5520304509160755,0.5272174047185486,0.6786238824279601,0.46350853587791674,0.6704625094155777,0.3699267703676615,0.3785935142490033,0.3966675414650752
NOD,0.07615598062232276,0.06509646157560867,0.06088646465132582,0.07134562272739817,0.08459680770208104,0.0875001195096417,1.0,0.08574708807758295,0.08578569128215631,0.08575590707257466,0.09234384672627609,0.037987251357623215,0.019923077181906643,,0.07632279146677486,0.07783643979139776,0.10687312604533386,0.0761572622240835,0.07177182389244789,0.0763696167460149,0.019848491756582914,0.025401822565776087,0.018097154248649126
HD,0.5502978069292369,0.5617099053870552,0.19519654140367834,0.5622586185768703,0.5833326372575902,0.8066908180858834,0.08574708807758295,1.0,0.8880030734498446,0.8756877713816478,0.7269531343585911,0.4705895311589986,0.07254775392867442,,0.5356425020882992,0.5015620993228816,0.4311648645633294,0.5502776520929921,0.42332456495325155,0.5419303254172118,0.3564334592853164,0.36294694480219586,0.3857420458187835
HV,0.5428353227422291,0.5576476106574785,0.2049030752688272,0.5532407100270084,0.577936670090211,0.7547463922748099,0.08578569128215631,0.8880030734498446,1.0,0.9273983556592195,0.6789187671368574,0.4644121623334955,0.07258041481371477,,0.5339520380626587,0.4809915724793823,0.3979487866388672,0.5414613022519094,0.42622625003486153,0.5329078781999267,0.3718432544965103,0.38071857714026486,0.39375321056953694
HE,0.5551495598993594,0.5396156742155441,0.21202202310550106,0.5485308901963563,0.5547036864658856,0.730714038897607,0.08575590707257466,0.8756877713816478,0.9273983556592195,1.0,0.6347961172809262,0.449527454597279,0.07078974311254231,,0.5176169835905197,0.47901571917589697,0.41729657143462884,0.553305528837808,0.4147816967811345,0.5438446037267309,0.36127611925060926,0.3701953841293626,0.385481343896583
NM,0.39980918650400876,0.581643827385071,0.1998902856759092,0.5067175762197076,0.6035721875799872,0.7774410015097705,0.09234384672627609,0.7269531343585911,0.6789187671368574,0.6347961172809262,1.0,0.5029815525758208,0.09671076481646564,,0.5442846046094589,0.5162536056874912,0.32523494087907906,0.40158991769934455,0.43243607556558583,0.40407567753182455,0.34797881322768853,0.3520440360817623,0.37986564018728236
NOE,0.30810529256118474,0.7804600315734622,0.10889672435311978,0.2858526010817979,0.7225539658307052,0.4821471163592192,0.037987251357623215,0.4705895311589986,0.4644121623334955,0.449527454597279,0.5029815525758208,1.0,0.08084259495300657,,0.7199289212739918,0.4039637422881157,0.2473026286561764,0.30978323660064316,0.7268966344954262,0.3080278918147035,0.2612612536810392,0.25801569791296647,0.2718984795309984
NOC,0.00840508183721125,0.11127589286298097,0.013017814662772501,0.07850380734152147,0.021685849648930312,0.060375307605296545,0.019923077181906643,0.07254775392867442,0.07258041481371477,0.07078974311254231,0.09671076481646564,0.08084259495300657,1.0,,0.09786352136082456,0.22367451976387331,0.0664738977846119,0.00892647744043299,0.07034713933422937,0.006141814368765047,0.16432286324753,0.1409131380121422,0.18588885305970584
NOIter,,,,,,,,,,,,,,1.0,,,,,,,,,
NONo,0.43798180610606974,0.8535576339820312,0.2590314341688485,0.38998704156868996,0.8102742891142823,0.5761464798354213,0.07632279146677486,0.5356425020882992,0.5339520380626587,0.5176169835905197,0.5442846046094589,0.7199289212739918,0.09786352136082456,,1.0,0.5432888444246479,0.34617264860610053,0.438706439251374,0.8235311864064813,0.43472225404159726,0.3108832473535783,0.3040148156943464,0.32225910862305357
NONK,0.4857693652218449,0.5259998307655497,0.4095960741422531,0.5355778764107031,0.517628917271684,0.5520304509160755,0.07783643979139776,0.5015620993228816,0.4809915724793823,0.47901571917589697,0.5162536056874912,0.4039637422881157,0.22367451976387331,,0.5432888444246479,1.0,0.4525592129308064,0.4865353833369828,0.42265798410354377,0.4878335651572894,0.41712524446780463,0.4039253230240439,0.4412068552876059
MDON,0.6988386792718881,0.37394836856402747,0.13174681383164688,0.3457982586413035,0.3656361390845031,0.5272174047185486,0.10687312604533386,0.4311648645633294,0.3979487866388672,0.41729657143462884,0.32523494087907906,0.2473026286561764,0.0664738977846119,,0.34617264860610053,0.4525592129308064,1.0,0.6950246162026548,0.2621317227908153,0.6775906877745341,0.3659149217650257,0.36574056324995885,0.36704019554969575
SODON,0.9986032345792454,0.4792405343159333,0.2388510225237448,0.4433564120195525,0.47986218044103607,0.6786238824279601,0.0761572622240835,0.5502776520929921,0.5414613022519094,0.553305528837808,0.40158991769934455,0.30978323660064316,0.00892647744043299,,0.438706439251374,0.4865353833369828,0.6950246162026548,1.0,0.3580552044730692,0.9931017117887354,0.38231756031188735,0.3920832366644174,0.3904221198301094
MW,0.3572957572810859,0.7659135011875092,0.25640180911156585,0.24221314772785657,0.7286250483955539,0.46350853587791674,0.07177182389244789,0.42332456495325155,0.42622625003486153,0.4147816967811345,0.43243607556558583,0.7268966344954262,0.07034713933422937,,0.8235311864064813,0.42265798410354377,0.2621317227908153,0.3580552044730692,1.0,0.3536195524427455,0.225927984228616,0.2157586133052802,0.229379901481918
NONe,0.9903174298467857,0.47609362349174295,0.23788031117212655,0.44151240292496174,0.478057205960737,0.6704625094155777,0.0763696167460149,0.5419303254172118,0.5329078781999267,0.5438446037267309,0.40407567753182455,0.3080278918147035,0.006141814368765047,,0.43472225404159726,0.4878335651572894,0.6775906877745341,0.9931017117887354,0.3536195524427455,1.0,0.3815169408732263,0.392228542232188,0.3911948640252231
LC,0.3807933370435609,0.3296878890147407,0.2013688575683064,0.3459484458198309,0.33478670512493625,0.3699267703676615,0.019848491756582914,0.3564334592853164,0.3718432544965103,0.36127611925060926,0.34797881322768853,0.2612612536810392,0.16432286324753,,0.3108832473535783,0.41712524446780463,0.3659149217650257,0.38231756031188735,0.225927984228616,0.3815169408732263,1.0,0.9310210747529164,0.9307000657910768
FC,0.39032923773215233,0.33240343450863746,0.19978855936732345,0.3491918966386344,0.33933066841844145,0.3785935142490033,0.025401822565776087,0.36294694480219586,0.38071857714026486,0.3701953841293626,0.3520440360817623,0.25801569791296647,0.1409131380121422,,0.3040148156943464,0.4039253230240439,0.36574056324995885,0.3920832366644174,0.2157586133052802,0.392228542232188,0.9310210747529164,1.0,0.9040632165787998
BC,0.3887259349499358,0.3428042649094607,0.20986801210843078,0.36783723677646846,0.34325637910766627,0.3966675414650752,0.018097154248649126,0.3857420458187835,0.39375321056953694,0.385481343896583,0.37986564018728236,0.2718984795309984,0.18588885305970584,,0.32225910862305357,0.4412068552876059,0.36704019554969575,0.3904221198301094,0.229379901481918,0.3911948640252231,0.9307000657910768,0.9040632165787998,1.0
